,date,State,Depression,Anxiety,Unemployment,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,retail,grocery,parks,transit,work,residential,week,sin_week,cos_week
103,2018-05-06,AL,0.7597510767948943,-0.9216587925392087,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.8455960035018261,-0.5338233779647907
104,2018-05-13,AL,0.6504533510151074,-0.5785820076831754,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.7765238627180424,-0.630087843581711
105,2018-05-20,AL,0.15861358500606626,-0.5214025435405031,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.6965510290629972,-0.717507257044331
106,2018-05-27,AL,-0.4971727696726552,0.8509045958836304,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.6068001458185932,-0.7948544414133534
107,2018-06-03,AL,0.3772090365656401,1.0796224524543194,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.5085311186492207,-0.8610436117673553
108,2018-06-10,AL,0.486506762345427,0.6221867393129414,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.4031234292879726,-0.9151456172430182
109,2018-06-17,AL,0.5958044881252139,0.39346888274225256,-0.5819108072233407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.29205677063697594,-0.9564009842765224
110,2018-06-24,AL,-0.7704170841221225,-0.40704361525515864,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.17689027512257316,-0.9842305779475968
111,2018-07-01,AL,-0.11463072944340102,0.10757156202889143,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.05924062789371414,-0.9982437317643215
112,2018-07-08,AL,0.21326244789595972,1.479878701453025,-0.41759666592943245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,-0.05924062789371389,-0.9982437317643215
